idtram,nombre,secretaria,dependencia,visitas_totales,year
1264,"Publicación en el Periódico Oficial, que realizan los Municipios de instrumentos legales.",Secretaría de Gobierno,Secretaría de Gobierno,1952,2023
1540,Inscripción de registro de perito valuador (Catastral),Secretaría de Hacienda,Instituto Catastral,1941,2023
5204,Modificación del Plan de Manejo de Residuos de Manejo Especial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,1940,2023
637,Dictamen del Derecho de Preferencia,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,1935,2023
694,Autorregulación Ambiental,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,1923,2023
1159,Actualización de Opinión Técnica de Factibilidad.,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,1914,2023
993,Inscripción de Accesión de Terrenos Rústicos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,1909,2023
321,Toma nueva sin servicio,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1900,2023
7591,Capacitación y Certificación a entrenadores Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,1899,2023
585,Talleres artísticos especializados del Centro de las Artes de Hidalgo.,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,1879,2023
323,Reconexión por pago de adeudos,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1862,2023
674,Capacitación Acuícola y Pesquera,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1861,2023
1182,Asistencia a Proyectos Turísticos.,Secretaría de Turismo,Secretaría de Turismo,1847,2023
1259,Publicación en el Periódico Oficial de Avisos Judiciales que deberán publicarse por disposición de Ley.,Secretaría de Gobierno,Secretaría de Gobierno,1846,2023
5684,Constancia de Residencia.,Tizayuca,Ayuntamiento de Tizayuca,1846,2023
679,Reinscripción CECyTEH,Secretaría de Educación Pública,Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo,1840,2023
330,Promoción de productos y empresas hidalguenses.,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,1836,2023
1156,Análisis de muestras humanas en el Laboratorio Estatal de Salud Pública,Secretaría de Salud,Secretaría de Salud,1830,2023
1325,Expedición de Copia Fiel de Libro,Secretaría de Gobierno,Dirección del Registro del Estado Familiar,1829,2023
1418,Cancelación de Hipoteca y/o Reserva de Dominio,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,1828,2023
583,Talleres artísticos libres del Centro de las Artes de Hidalgo.,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,1825,2023
765,Admisión COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,1816,2023
7695,Fortalecimiento al Migrante Hidalguense “FOMIH”,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,1797,2023
7370,Ingreso Casa de la Tercera Edad,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1795,2023
1155,Análisis de muestras contra riesgos sanitarios en el Laboratorio Estatal de Salud Pública,Secretaría de Salud,Secretaría de Salud,1790,2023
1478,Albergue Revolución,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1759,2023
3332,Acta de extravío de licencia.,Zimapán,Ayuntamiento de Zimapán,1754,2023
1532,Bitácora de Operación de Equipos y Procesos Generadores de Emisiones a la Atmósfera,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,1728,2023
6043,Constancia de inexistencia de matrimonio,San Agustín Metzquititlán,Ayuntamiento de San Agustín Metzquititlán,1719,2023
3218,"Expedición de copia certificada de actas (Nacimiento, matrimonio,defunción, reconocimiento de hijos, adopción, divorcio)",Zimapán,Ayuntamiento de Zimapán,1716,2023
421,"Determinación de los derechos de conexión para los servicios de agua potable y alcantarillado sanitario, para desarrollos habitacionales.",Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1698,2023
345,Asesoría especializada en Acompañamiento y Desarrollo Empresarial,Secretaría de Desarrollo Económico,Instituto Hidalguense de Competitividad Empresarial,1688,2023
7963,Pago de recibo de agua,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1674,2023
1488,Pago de multa por vehículo ostensiblemente contaminante,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,1647,2023
1614,Constancia de No Afectación/ No afectación,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,1647,2023
288,Baja temporal del servicio de agua con medidor en el interior,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1641,2023
886,"Televisión emisión de anuncio patrocinado, (Se aplican restricciones dependiendo complejidad).",Secretaría de Educación Pública,Radio y Televisión de Hidalgo,1626,2023
1658,Dictaminación de Avalúos (Catastral),Secretaría de Hacienda,Instituto Catastral,1614,2023
737,Refrendo de Director Responsable y Corresponsable,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,1613,2023
1006,Inscripción de cualquier clase de testamento. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,1611,2023
6600,Certificaciones,Secretaría de Turismo,Secretaría de Turismo,1610,2023
1549,Copias certificadas de documento que obre en el archivo del Instituto Catastral,Secretaría de Hacienda,Instituto Catastral,1608,2023
771,Inscripción COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,1597,2023
1428,Denuncia y/o queja a posibles violaciones o incumplimientos a las norma de trabajo,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,1595,2023
1043,Expedición de certificado de defunción,Secretaría de Salud,Secretaría de Salud,1592,2023
892,Televisión cintillo 10 segundos,Secretaría de Educación Pública,Radio y Televisión de Hidalgo,1589,2023
1447,Atención jurídica en materia penal.,Secretaría de Gobierno,Centro de Justicia Para Mujeres,1588,2023
499,Registro de Organizaciones de la Sociedad Civil de Asistencia Social,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1580,2023
1509,Casa de las y los Adolescentes,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1578,2023
1730,Movimientos y Actualización al Padrón Estatal de Contribuyentes de Impuestos Estatales,Secretaría de Hacienda,Secretaría de Hacienda,1568,2023
426,Asesoría y Capacitación en Materia de Contraloría Social,Secretaría de Contraloría,Secretaría de Controlaría,1558,2023
1551,"Copia de plano de la localidad, 60x90 cms (Catastral)",Secretaría de Hacienda,Instituto Catastral,1556,2023
980,Devolución de un documento sin inscripción por causas no imputables al Registro Público de la Propiedad.,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,1549,2023
341,Copia de documentos de expedientes o contrato,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1549,2023
1233,Inscripción UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,1547,2023
1368,"Canje de licencia para conducir vehículos, para personas de 71 años cumplidos o más.",Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,1541,2023
916,Subporgrama Apoyo para la Capacitación para la Empleabilidad,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,1533,2023
1715,Pago de Créditos Fiscales Estatales,Secretaría de Hacienda,Secretaría de Hacienda,1531,2023
566,Programa Escolarizado de Educación Artística Inicial del Centro de las Artes de Hidalgo.,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,1530,2023
898,Televisión entrevista,Secretaría de Educación Pública,Radio y Televisión de Hidalgo,1525,2023
1419,"Representación Legal a Trabajadores, Sindicatos y Beneficiarios",Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,1520,2023
671,Siembra de Crías de Peces,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,1518,2023
2299,Avalúo Catastral.,Zacualtipán,Ayuntamiento de Zacualtipán,1513,2023
672,Emisión y Expedición de Títulos CECyTEH,Secretaría de Educación Pública,Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo,1512,2023
1172,"Opinión Técnica de Seguridad o factibilidad para plantas de almacenamiento de gas l.p., estaciones de carburación bodega y derivados del petróleo.",Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,1512,2023
1464,Becas para el Fomento Educativo de las Mujeres Hidalguenses,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,1506,2023
595,Emisión de factura CFDI de Licitación de Obra Pública Estatal.,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Agua y Alcantarillado,1501,2023
477,Escuela de Fútbol Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,1493,2023
1505,Reposición de la Tarjeta Preferente Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,1487,2023
5525,Expedición de Duplicado de Certificados Bachillerato del Estado de Hidalgo,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,1486,2023
1507,Renovación del Tarjetón para Conductores del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,1484,2023
319,Sustitución de medidor,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1480,2023
5584,Registro de Artesanos y Empresas de la actividad artesanal,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,1455,2023
901,Radio producción de patrocinio.,Secretaría de Educación Pública,Radio y Televisión de Hidalgo,1455,2023
259,Construcción de descargas domiciliarias,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1451,2023
3721,"Disposición final de los residuos sólidos urbanos, en el relleno sanitario.",Pachuca de Soto,Ayuntamiento de Pachuca de Soto,1443,2023
340,Derivación doméstica,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,1440,2023
549,Solicitud de factibilidad para la contratación del servicio de agua potable.,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,1418,2023
4770,Constancia de Uso de Suelo,Pachuca de Soto,Ayuntamiento de Pachuca de Soto,1417,2023
3753,Renovación de Placa de funcionamiento (giro ordinario),Pachuca de Soto,Ayuntamiento de Pachuca de Soto,1416,2023
1710,Inscripción al Registro Federal de Contribuyentes,Secretaría de Hacienda,Secretaría de Hacienda,1414,2023
1014,Inscripción de Escrituras Constitutivas de Personas Morales o Modificaciones de Capital (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,1407,2023
960,Autorización para el trabajo de mayores de 15 años y menores de 16,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,1401,2023
5203,Modificación del Registro como Generador de Residuos de Manejo Especial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,1385,2023
1022,Terminación de relaciones laborales sin presentar demanda.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,1378,2023
1610,Prorroga de Uso de Suelo,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,1371,2023
1179,Apoyo funcional a personas con capacidades diferentes,Secretaría de Salud,Secretaría de Salud,1371,2023
1203,Autorización de Libros de Control de Estupefacientes y Psicotrópicos,Secretaría de Salud,Secretaría de Salud,1370,2023
1072,Salud mental comunitaria,Secretaría de Salud,Secretaría de Salud,1369,2023
1450,"Atención psicológica a mujeres en situación de violencia de género y, en su caso, a sus hijas e hijos menores de edad.",Secretaría de Gobierno,Centro de Justicia Para Mujeres,1364,2023
5516,Expedición de Permiso de circulación.,Secretaría de Hacienda,Secretaría de Hacienda,1363,2023
1245,Examen de admisión de CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1355,2023
