Idtram,Nombre,Modalidad,Secretaria,Dependencia,Domicilio,Visitas RUTS
490,Radiología e Imagenología del Hospital del Niño DIF Hidalgo,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,
491,Jornadas Médicas de Subespecialidad,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,1184
494,Ayudas Técnicas,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N El Palmar 42080 Pachuca De Soto Pachuca De Soto,17
497,Préstamos prendarios,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 104 El Palmar 42030 Pachuca De Soto Pachuca De Soto,686
500,Servicio de Atención Psicológica,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,9075
502,Servicio de Estacionamiento Plaza Independencia Reloj Monumental,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle S/N Centro 42000 Pachuca De Soto Pachuca De Soto,
507,Vinculación con municipios para el fortalecimiento de las Unidades de Abasto,Presencial,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,
529,Presentaciones de la Banda Sinfónica del Estado de Hidalgo,Presencial,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,Calle S/N Centro 42000 Pachuca De Soto Pachuca De Soto,514
533,Servicio de laboratorio clínico en el Hospital del Niño DIF Hidalgo,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,
549,Solicitud de factibilidad para la contratación del servicio de agua potable.,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,36
553,Licencia de Uso de Suelo,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,63
560,Taller Laboratorio de Órtesis y Prótesis,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N El Palmar 42088 Pachuca De Soto Pachuca De Soto,1461
564,Consulta Médica en el Servicio de Urgencias en el Hospital del Niño DIF Hidalgo,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,8102
565,"Visitas de factibilidad para: Estudio y proyecto de agua potable, de alcantarillado sanitario y de pozo para agua potable",Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Agua y Alcantarillado,Calle 336 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,636
579,Análisis Físico Químico y Bacteriológico del Agua,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Agua y Alcantarillado,Calle 336 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,1158
583,Talleres artísticos libres del Centro de las Artes de Hidalgo.,Presencial,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,Calle S/N Centro 42000 Pachuca De Soto Pachuca De Soto,2515
585,Talleres artísticos especializados del Centro de las Artes de Hidalgo.,Presencial,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,Calle S/N Centro 42000 Pachuca De Soto Pachuca De Soto,1351
587,Por actualización o reexpedición de órdenes de escrituración,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,335
590,Autorización de Fusión,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,1112
592,Autorización de Subdivisión,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,3309
595,Emisión de factura CFDI.,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Agua y Alcantarillado,Calle 336 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,696
602,Autorización de Fraccionamiento,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,534
606,Por trámite de avalúo y traslado de Dominio de la Comisión Estatal de Vivienda,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,2421
609,Entrega de paquetes de Conejos.,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera S/N Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",1298
615,Asesoría para la Inversión de Desarrollos Industriales Específicamente en Parques Industriales y Logísticos.,Presencial,Secretaría de Desarrollo Económico,Corporación de Fomento de Infraestructura Industrial,Carretera S/N Las Colonias 42083 Pachuca De Soto Pachuca De Soto,418
616,Albergue del Hospital del Niño DIF Hidalgo,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,662
617,Autorización de Relotificación de Fraccionamiento,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,461
618,Alerta AMBER en Hidalgo,Presencial,Procuraduría General de Justicia,Procuraduría General de Justicia,Carretera km. 84.5 La Herradura 42083 Pachuca De Soto Pachuca De Soto,3610
620,Autorización de Protocolización,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,679
621,Autorización de Venta de Lotes,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,1916
622,Autorización de Régimen de Propiedad en Condominio,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,2471
626,Información de Predios con Potencial para el Desarrollo de Parques Industriales.,Presencial,Secretaría de Desarrollo Económico,Corporación de Fomento de Infraestructura Industrial,Carretera S/N Las Colonias 42083 Pachuca De Soto Pachuca De Soto,210
629,Inscripción UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,2625
630,Reinscripción UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,294
631,Educación Continua UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,297
632,Búsqueda de documentos en archivo y expedición de copias,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,281
633,Expedición de constancias de Propiedad y/o Posesión,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,11990
636,Derecho de Preferencia,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,1173
639,Dictamen de Estudio de impacto Urbano y Vial,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,2945
640,Reposición de Acta Entrega,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,304
642,Copias Certificadas y Simples,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,1325
646,Copia de Plano,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,502
648,Elaboración de Croquis de Localización por Lote,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,1143
659,Marcado de lotes,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,86
661,"Descuento a adultos mayores, personas con capacidades diferentes, pensionados y jubilados.",Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,20
662,Entrega física del lote por segunda vez,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,147
668,Levantamiento Topográfico,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,2901
669,Cambio de nombre del titular de contrato de agua potable.,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,39
670,Cursos musicales EMEH,Presencial,Secretaría de Cultura,Escuela de Música del Estado de Hidalgo,Calle 201 Centro 42000 Pachuca De Soto Pachuca De Soto,2341
674,Capacitación Acuícola y Pesquera,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera S/N Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,759
682,Consulta Documental en temas de Población,Presencial,Secretaría de Gobierno,Consejo Estatal de Población,Calle 308 Periodistas 42060 Pachuca De Soto Pachuca De Soto,4
686,Evaluación del Estudio de Riesgo Ambiental.,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,1780
694,Autorregulación Ambiental,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,781
698,Opinión Técnica en Materia Ambiental,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,
702,Obtención del Registro como Generador de Residuos de Manejo Especial.,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo Lopez Mateos 42094 Pachuca De Soto Pachuca De Soto,4999
706,Admisión UTVM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 Ixmiquilpan Ixmiquilpan,375
732,Solicitud de Prórroga y/o Ampliación de Verificación Vehicular,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,
738,Solicitud de baja temporal ó toma muerta del servicio de agua potable.,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,9
740,Director Responsable y Corresponsable Modalidad Registro de DRyC,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,4144
748,"Inscripción de Alfabetización, Primaria y Secundaria Abierta de Educación para Adultos",Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,3672
749,Renovación de Autorización de Centros de Verificación Vehicular,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,
750,Autorización de cambio de domicilio del Centro de Verificación Vehicular Fijo,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42084 Pachuca De Soto Pachuca De Soto,209
751,Instalación física de toma de agua potable.,Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,Calle 27 Segunda Demarcación 42660 Tepatepec Francisco I. Madero,6
752,Reposición de certificado de verificación vehicular,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,7007
764,"Asesoría de la Incubadora de Empresas del ICATHI, para iniciar o fortalecer un negocio",Presencial,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,495
771,Inscripción COBAEH,Presencial,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,"Circuito Lote 17, San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca",22859
773,Inspección Vehicular para Unidades Autorizadas por el Sistema de Transporte Convencional,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
