Idtram,Tramite,TraNombre,Similitud (%),Visitas Totales,Solicitudes,Secretaria,Dependencia,Modalidad,Domicilio,tiempo_estimado_por_persona,unidad_tiempo,cantidad_atenciones_2022,cantidad_atenciones_2023,cantidad_atenciones_2024,nivel_digitalizacion,TipoTramite,TraPersona,TraResolucionesFavorables,TraResolucionesNegativas,NumRequisitos,NumFormatos,TraCosto,RangoMontoInicial,RangoMontoFinal,PermiteAgendarCita,AgendarCitaEnLinea,DescargaFormatos,ExisteAppTramite,ResolucionInmediata,Sector,QuienSolicita,ListRequisitos
8289,Titulación UTVM,Titulación UTVM,100,2604,1317,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Presencial,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,6,meses,732,807,796,Nivel 1,Titulo,Social,1317,0,10,,VERDADERO,,,1,0,,,,,Interesado,Fotografías del solicitante | Acta de nacimiento | Clave Única de Registro de Población (CURP) | Certificado de Bachillerato y Certificado de Técnico Superior Universitario | Certificado de Licenciatura | Constancia de liberación de servicio social | Acta de examen profesional o constancia de no ser exigible | Título profesional | Cédula Profesional | Pago de derechos
1633,Reinscripción UTMIR,Reinscripción UTMiR,94.73684211,300,1136,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Presencial,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,5,min,358,327,948,Nivel 3.5,Reinscripción,Social,287,0,1,,VERDADERO,,,0,0,,,,,Interesado,Ser alumno regular
7282,Solicitud de Examen de Admisión UTVAM,Solicitud de Examen de Admisión UTVAM,100,1657,1036,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Presencial,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,2,dias,282,279,279,Nivel 1,Examen,Social,375,0,6,,VERDADERO,,,,,,0,0,,Interesado | Tutor | Padres,"Certificado de Bachillerato o Equivalente | Fotografías del solicitante | Correo Electrónico Personal | Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Generar tu Referencia Bancaria desde la plataforma de UTVAM-SISTEMA, por concepto de Solicitud de Examen de Admisión."
347,Solicitud de examen de admisión UTSH,Solicitud de examen de admisión UTSH,100,2209,1031,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Presencial,Carretera Km. 100 Tramo Pachuca-Huejutla 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,,,,,,,Examen,Social,1031,0,5,1,VERDADERO,,,0,0,0,,,,Interesado,Acta de nacimiento | Clave Única de Registro de Población (CURP) | Constancia de estudios | Fotografías del solicitante | Comprobante de Pago del trámite
429,Prestación de servicios de la Alberca semiolímpica del Instituto Hidalguense del Deporte,Prestación de servicios de la Alberca Semiolímpica del Instituto Hidalguense del Deporte,85.22727273,8733,1007,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Presencial,Calle #104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,60,min,877,1412,1434,Nivel 2,Inscripción,Social,8951,500,4,3,VERDADERO,,,0,0,0,,,,Interesado,Acta de nacimiento | Clave Única de Registro de Población (CURP) | Certificado Médico | Fotografías del solicitante
7207,Reposición de Credencial UPFIM,Reposición de Credencial UPFIM,100,163,903,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,8,hrs,40,70,180,Nivel 1,Credencial,Social,150,0,2,,VERDADERO,,,0,0,,,,,Interesado,"Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
6993,Constancia Escolar UTHH,Constancia Escolar UTHH,100,696,900,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Presencial,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,1455,min,803,807,842,,Constancia,Social,1000,0,1,,VERDADERO,,,0,0,,,,,Interesado,Pago de derechos
1259,Publicación en el Periódico Oficial de Avisos Judiciales que deberán publicarse por disposición de Ley.,"Publicación en el Periódico Oficial, de avisos judiciales que deberán publicarse por disposición de Ley.",82.12560386,795,889,Secretaría de Gobierno,Secretaría de Gobierno,Presencial,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,20,min,918,950,968,Nivel 1,Otro,Ambos,1250,5,1,,VERDADERO,,,1,1,,0,0,,Representante legal | Interesado,Clave Única de Registro de Población (CURP)
1765,"Certificación en estándares de competencia del CONOCER, a través del ICATHI","Certificación en estándares de competencia del CONOCER, a través del ICATHI",100,1068,820,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Presencial,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,30,min,334,473,369,Nivel 1,Certificación,Social,473,7,3,,VERDADERO,251.88,"2,155.11",0,0,,,,,Interesado,Clave Única de Registro de Población (CURP) | Fotografías del solicitante | Comprobante de Pago del trámite
350,Inscripción UTSH,Inscripción UTSH,100,1654,804,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Presencial,Carretera Km. 100 Tramo Pachuca-Huejutla 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,,,,,,,Inscripción,Social,804,0,7,,VERDADERO,,,0,0,,,,,Interesado | Tutor | Padres | Tercero con carta poder,Constancia de estudios | Acta de matrimonio | Clave Única de Registro de Población (CURP) | Certificado Médico | Original de Carta de Conducta | Fotografías del solicitante | Comprobante de Pago del trámite
840,Inscripción a los cursos de capacitación presenciales del ICATHI,Inscripción a los cursos de capacitación presenciales del ICATHI,100,918,757,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Presencial,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,1,hrs,39149,76976,88561,Nivel 3.1,Inscripción,Ambos,73362,0,4,1,VERDADERO,134.63,"13,470,223.44",0,0,0,,,,Interesado,"Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Pago del trámite | Solicitud de inscripción"
6737,Titulación UPFIM,Titulación UPFIM,100,873,747,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,12,meses,0,764,107,Nivel 3.9,Titulo,Social,750,0,9,,VERDADERO,,,,,,1,0,,Interesado,Copia de TOEFL ITP (1) | Constancia de Liberación de Servicio Social | Constancia de estudios | Acta de nacimiento | Clave Única de Registro de Población (CURP) | Fotografías del solicitante | Carpeta | Historial académico | Constancia de no adeudo
7961,Emisión de constancias de estudio UTVM,Emisión de constancias de estudio UTVM,100,728,747,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Presencial,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,10,min,676,760,674,Nivel 1,Constancia,Social,672,0,1,,VERDADERO,,,1,0,,,,,Interesado,Ticket de pago
10525,Certificado de Estudios UPFIM,Certificado de Estudios UPFIM,100,51,747,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,15,dias,0,734,107,Nivel 1,Certificación,Social,600,0,1,,VERDADERO,,,1,1,,,,,Interesado | Tutor | Padres | Tercero con carta poder,Fotografías del solicitante
9072,Admisión- UICEH,Admisión UICEH,96.55172414,2716,681,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Presencial,Carretera s/n El Desdavi 43487 El Desdavi Tenango De Doria,,,,,,,Registro,Social,208,251,6,,VERDADERO,,,,,,0,0,,Interesado | Tutor | Padres,Acta de nacimiento | Certificado de bachillerato | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio | Certificado de Secundaria. | Comprobante de Pago del trámite
8190,Historial Académico UPMH,Historial Académico UPMH,100,348,653,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,3,hrs,580,653,1198,Nivel 3.7,Otro,Social,653,0,1,,VERDADERO,,,,,,0,1,,Interesado | Tercero con carta poder,Comprobante de pago en plataforma METRONET
8138,Titulación UTVAM,Titulación UTVAM,100,612,639,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Presencial,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,2,dias,114,49,86,Nivel 3.1,Titulo,Social,36,0,10,1,VERDADERO,,,0,0,1,,,,Interesado,Solicitud de Registro de Título Profesional | Carta de Liberación de Estadías | Certificación B1(T.S.U.) B2(ING/LIC) del nivel de dominio del idioma inglés | Acta de nacimiento | Fotografías del solicitante | Certificado de Educación Media Superior | Clave Única de Registro de Población (CURP) | Certificado de Técnico Superior Universitario | Cédula Profesional | Comprobante de pago por Derechos y Trámites de Titulación (DGP-SEP)
7271,Inscripción UTVAM,Inscripción UTVAM,100,1169,607,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Presencial,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,2,dias,315,300,344,Nivel 4.3,Inscripción,Social,257,0,8,,VERDADERO,,,,,,0,0,,Interesado | Tutor | Padres,"Acta de nacimiento | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Fotografías del solicitante | Certificado de Educación Media Superior | Constancia de Vigencia de Derechos del IMSS | Comprobante de Pago del trámite"
1643,Credencialización UTMIR,Credencialización UTMiR,95.65217391,144,572,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Presencial,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,15,min,468,427,520,Nivel 3.5,Credencial,Social,520,0,1,,VERDADERO,,,0,0,,,,,Interesado,Ser alumno regular
1575,Capacitación en elaboración de quesos y derivados lácteos.,Capacitación en Elaboración de Quesos y Derivados Lácteos,81.73913043,706,537,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Presencial,"Carretera S/N Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",10,dias,120,150,180,Nivel 2,Constancia,Ambos,537,10,3,,FALSO,,,1,0,,,,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",Interesado,"Solicitud dirigida al Secretario de Agricultura y Desarrollo Rural. | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Grupo de 10 Personas para impartir la capacitación."
540,Constancia de Uso de Suelo,Constancia de Uso de Suelo,100,6645,503,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Presencial,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,25,min,64,503,448,Nivel 1,Constancia,Ambos,503,0,6,1,VERDADERO,,,0,0,1,,,,Representante legal | Interesado,Escrito libre de solicitud | Copia de la acreditación de la propiedad debidamente inscrita en el Registro Público de la Propiedad y del Comercio | Croquis de Localización | Copia de identificación oficial del propietario y/o del solicitante o representante legal Copia del Registro Federal de Contribuyentes (R.F.C.) Copia del Domicilio fiscal Copia de la Clave Única de Registro de Población (CURP) En caso de ser persona moral integrar Acta Constitutiva de la empresa Copia del Poder Notarial | Comprobante de Pago del trámite | Fotografías del predio
9518,Inscripción a cursos de Educación Continua UTHH,Inscripción a cursos de Educación Continua UTHH,100,276,456,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Presencial,Carretera S/N Tepoxteco 43000 Tepoxteco Huejutla De Reyes,3,dias,138,277,138,Nivel 2,Asesoría,Ambos,39,0,2,1,VERDADERO,0.83,1.89,0,0,1,,,,Otro | Interesado,Solicitud de Inscripcion | Comprobante de pago
351,Servicio de Diseño de Imagen Corporativa o Logotipo,Servicio de Diseño de Imagen Corporativa o Logotipo,100,851,401,Secretaría de Desarrollo Económico,Instituto Hidalguense de Competitividad Empresarial,Presencial,Calle 605 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Empresarial,111,0,1,,VERDADERO,269.00,269.00,,,,,,,Representante legal | Interesado | Tercero con carta poder,Diagnóstico
8326,Titulación UTMZ,Titulación UTMZ,100,151,397,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Presencial,Calle 34 La Tahona 42344 Zimapán Zimapán,150,dias,56,42,300,Nivel 1,Titulo,Social,397,0,8,,VERDADERO,,,1,0,,,,,Interesado | Tercero con carta poder,Comprobante de Pago del trámite | Clave Única de Registro de Población (CURP) | Acta de nacimiento | Constancia de estudios | Autenticidad de certificado de media superior(Original) | Constancia de estudios | Acta de Exención de examen profesional(Original) | Constancia de Servicio Social(Original)
8327,Certificado Parcial de Estudios UTMZ,Certificado Parcial de Estudios UTMZ,100,82,397,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Presencial,Calle 34 LA Tahona 42344 Zimapán Zimapán,5,dias,32,53,75,Nivel 3.9,Certificación,Social,397,0,1,,VERDADERO,,,1,0,,,,,Interesado | Tercero con carta poder,Comprobante de Pago del trámite
7527,Cursos de Verano (asignaturas) ITESHU.,Cursos de verano (asignaturas) ITESHU,88,277,393,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Presencial,Calle S/N El Saucillo 42411 Huichapan Huichapan,15,dias,394,210,544,Nivel 1,Otro,Social,210,0,1,,VERDADERO,5.33,8.88,0,0,,,,,Interesado,Comprobante de Pago del trámite
1588,Constancia de estudios o Constancia de estudios con calificaciones UPE,Constancia de estudios o Constancia de estudios con calificaciones UPE,100,153,357,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Presencial,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,3,dias,239,357,280,Nivel 1,Constancia,Social,357,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Pago del trámite
1432,Expedición de finiquito o Constancia de no adeudo,Expedición de Finiquito o Constancia de no adeudo,79.59183673,1174,346,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Presencial,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,20,min,727,392,357,Nivel 1,Otro,Social,234,97,5,1,VERDADERO,,,,,1,0,0,,Representante legal | Interesado | Tercero con carta poder,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Recibos oficiales de pago que amparen el costo del crédito. | Contrato de compra-venta ó tabla pagaré. | Carta poder del representante legal | Comprobante de pago del trámite."
1632,Inscripción UTMIR,Incripción UTMiR,90.90909091,744,283,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Presencial,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,15,min,100,104,233,Nivel 3.1,Inscripción,Social,233,0,10,,VERDADERO,,,0,0,,,,,Interesado,"Acta de nacimiento | Certificado de bachillerato | Clave Única de Registro de Población (CURP) | Comprobante de Domicilio | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Fotografías del solicitante | Comprobante de seguro facultativo | Certificado Médico | Constancia de autenticidad | Historial académico de bachillerato"
637,Derecho de Preferencia,Derecho de Preferencia,100,1173,274,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Presencial,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,25,min,256,274,307,Nivel 1,Otro,Social,25,0,7,1,VERDADERO,,,,,1,0,0,,Representante legal | Interesado | Tercero con carta poder,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Certificado de Existencia o Inexistencia de Gravamen vigente. | Escrituras del Predio | Acta entrega | Finiquito actualizado. | Carta Constitutiva en caso de ser persona moral. | Documentación mediante la cual se acredite la personalidad de su representante legal, en caso de ser persona moral."
636,Derecho de Preferencia,Derecho de Preferencia,100,531,0,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Presencial,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,30,min,0,25,6,,Otro,Social,25,0,7,1,VERDADERO,,,,,1,0,0,,Representante legal | Interesado | Tercero con carta poder,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Certificado de Existencia o Inexistencia de Gravamen vigente. | Escrituras del Predio | Acta entrega | Finiquito actualizado. | Carta Constitutiva en caso de ser persona moral. | Documentación mediante la cual se acredite la personalidad de su representante legal, en caso de ser persona moral."
